,ts_code,trade_date,close,open,high,low,vol,amount
0,600660.SH,20191129,22.23,21.73,22.56,21.66,39758563.0,882931787.0
1,600660.SH,20191122,21.73,22.05,22.12,21.56,33747951.0,735809488.0
2,600660.SH,20191115,22.12,22.71,22.71,22.06,32349847.0,722532062.0
3,600660.SH,20191108,22.72,21.63,22.87,21.6,70475200.0,1572948086.0
4,600660.SH,20191101,21.55,21.78,21.95,21.2,42909821.0,925868882.0
5,600660.SH,20191025,21.81,21.5,21.88,21.25,31542157.0,681624265.0
6,600660.SH,20191018,21.54,21.99,22.2,21.41,35615231.0,774719293.0
7,600660.SH,20191011,21.85,21.56,21.9,21.19,31668065.0,681619408.0
8,600660.SH,20190930,21.48,21.68,21.7,21.47,8739550.0,188178249.0
9,600660.SH,20190927,21.68,22.35,22.35,21.56,34294354.0,748776945.0
10,600660.SH,20190920,22.35,23.44,23.44,22.3,42502316.0,961323333.0
11,600660.SH,20190912,23.11,23.02,23.22,22.46,45485770.0,1041148976.0
12,600660.SH,20190906,22.97,22.06,23.02,21.65,71127010.0,1586893797.0
13,600660.SH,20190830,21.93,21.35,23.49,21.18,101508340.0,2278399815.0
14,600660.SH,20190823,21.63,21.2,21.86,21.2,43426026.0,935578278.0
15,600660.SH,20190816,21.13,20.95,21.33,20.73,32423579.0,682654531.0
16,600660.SH,20190809,20.96,21.98,21.98,20.63,46757301.0,988494865.0
17,600660.SH,20190802,22.0,22.54,22.92,21.8,43949226.0,986371982.0
18,600660.SH,20190726,22.63,22.25,22.82,21.88,39910645.0,896173522.0
19,600660.SH,20190719,22.25,22.7,22.89,22.1,37403465.0,838074017.0
20,600660.SH,20190712,22.85,23.35,23.35,22.64,39232234.0,898395198.0
21,600660.SH,20190705,23.47,23.2,23.72,22.8,102541051.0,2389484680.0
22,600660.SH,20190628,22.73,22.04,22.77,21.5,79193564.0,1749660558.0
23,600660.SH,20190621,22.03,21.54,22.26,21.38,69662879.0,1519505609.0
24,600660.SH,20190614,21.6,21.54,22.47,21.4,62572817.0,1367486282.0
25,600660.SH,20190606,21.45,21.83,21.98,21.1,44450638.0,952776493.0
26,600660.SH,20190531,21.83,22.58,22.95,21.59,65895267.0,1465197043.0
27,600660.SH,20190524,22.49,23.0,23.18,22.15,61226684.0,1388924225.0
28,600660.SH,20190517,23.25,23.28,23.8,22.6,48259530.0,1122493101.0
29,600660.SH,20190510,23.54,24.2,24.3,22.75,92966623.0,2180561858.0
30,600660.SH,20190430,25.12,24.99,25.75,24.81,31582956.0,796253741.0
31,600660.SH,20190426,25.34,27.34,27.4,25.3,70568874.0,1861163109.0
32,600660.SH,20190419,27.2,26.61,27.51,25.67,90304686.0,2408548658.0
33,600660.SH,20190412,26.32,25.26,27.88,24.63,154804316.0,4041075046.0
34,600660.SH,20190404,25.09,24.45,25.54,24.44,111460046.0,2773108240.0
35,600660.SH,20190329,24.33,24.0,24.46,23.82,63884980.0,1538074245.0
36,600660.SH,20190322,24.23,24.5,24.88,23.96,132077789.0,3216217372.0
37,600660.SH,20190315,24.25,23.87,24.46,23.69,83830029.0,2024692178.0
38,600660.SH,20190308,23.86,24.78,25.47,23.84,112269015.0,2781007030.0
39,600660.SH,20190301,24.77,24.43,25.1,24.08,83144589.0,2050402820.0
40,600660.SH,20190222,24.36,24.55,25.0,23.89,53812544.0,1319233257.0
41,600660.SH,20190215,24.3,23.6,25.08,23.46,51774753.0,1267491106.0
42,600660.SH,20190201,23.47,23.13,23.57,22.9,34494630.0,799969308.0
43,600660.SH,20190125,23.0,23.0,23.32,22.45,40526894.0,928149370.0
44,600660.SH,20190118,22.96,22.55,23.0,22.2,29816071.0,674907449.0
45,600660.SH,20190111,22.55,21.82,23.07,21.61,37030904.0,825645609.0
46,600660.SH,20190104,21.73,22.78,22.85,21.21,25420210.0,555834656.0
